date,channel,campaign_id,impressions,clicks,cost_text
2025-03-06,meta,promo,2522,69,USD 59.15
2025-03-06,display,awareness,3961,34,USD 99.83
2025-03-06,meta,retargeting,3766,35,USD 105.76
2025-03-07,google,brand,11243,281,USD 282.76
2025-03-07,google,nonbrand,7756,154,USD 194.66
2025-03-07,meta,prospecting,5279,63,USD 133.15
2025-03-07,display,retargeting,5866,44,USD 144.07
2025-03-07,google,newsletter,2846,57,USD 58.3
2025-03-07,google,promo,2168,42,USD 50.85
2025-03-07,display,awareness,3722,31,USD 93.24
2025-03-07,display,retargeting,4089,15,USD 115.55
2025-03-08,email,brand,6736,127,USD 170.12
2025-03-08,google,nonbrand,8884,199,USD 219.48
2025-03-08,google,prospecting,4974,68,USD 119.69
2025-03-08,google,retargeting,5452,56,USD 139.95
2025-03-08,google,newsletter,1871,41,USD 52.89
2025-03-08,meta,promo,2337,48,USD 63.14
2025-03-08,meta,awareness,3206,37,USD 85.57
2025-03-08,meta,retargeting,2523,15,USD 54.25
2025-03-09,meta,brand,7267,158,USD 189.47
2025-03-09,display,nonbrand,10882,160,USD 282.9
2025-03-09,email,prospecting,5701,63,USD 145.27
2025-03-09,google,retargeting,7782,69,USD 194.73
2025-03-09,email,newsletter,2820,41,USD 68.98
2025-03-09,meta,promo,1819,29,USD 47.58
2025-03-09,meta,awareness,3365,23,USD 83.16
2025-03-09,google,retargeting,4712,40,USD 114.22
2025-03-10,meta,brand,11184,256,USD 278.34
2025-03-10,google,nonbrand,8152,159,USD 201.25
2025-03-10,google,prospecting,8296,83,USD 210.54
2025-03-10,meta,retargeting,6786,38,USD 168.68
2025-03-10,email,newsletter,2513,40,USD 67.45
2025-03-10,display,promo,2344,61,USD 67.37
2025-03-10,google,awareness,3233,39,USD 85.13
2025-03-10,display,retargeting,3762,37,USD 101.66
2025-03-11,google,brand,8981,160,USD 218.8
2025-03-11,google,nonbrand,10375,268,USD 261.06
2025-03-11,email,prospecting,7330,60,USD 179.72
2025-03-11,google,retargeting,5864,27,USD 141.97
2025-03-11,google,newsletter,2957,64,USD 74.32
2025-03-11,email,promo,2958,66,USD 73.36
2025-03-11,meta,awareness,4244,48,USD 101.95
2025-03-11,google,retargeting,2509,31,USD 63.02
2025-03-12,display,brand,10141,234,USD 258.95
2025-03-12,email,nonbrand,12349,229,USD 309.15
2025-03-12,meta,prospecting,8570,73,USD 213.78
2025-03-12,meta,retargeting,6004,55,USD 143.72
2025-03-12,meta,newsletter,2775,57,USD 62.16
2025-03-12,google,promo,2897,46,USD 71.03
2025-03-12,display,awareness,4073,53,USD 101.42
2025-03-12,display,retargeting,4383,37,USD 113.0
2025-03-13,google,brand,4989,121,USD 126.98
2025-03-13,google,nonbrand,8492,162,USD 208.35
2025-03-13,google,prospecting,5898,45,USD 152.48
2025-03-13,display,retargeting,4216,28,USD 111.45
2025-03-13,display,newsletter,2950,57,USD 68.85
2025-03-13,email,promo,3409,80,USD 88.56
2025-03-13,meta,awareness,4685,39,USD 120.32
2025-03-13,display,retargeting,3913,33,USD 100.96
2025-03-14,meta,brand,10048,183,USD 244.11
2025-03-14,meta,nonbrand,10723,191,USD 269.96
2025-03-14,google,prospecting,6560,100,USD 156.28
2025-03-14,meta,retargeting,6864,79,USD 168.69
2025-03-14,meta,newsletter,2915,51,USD 73.76
2025-03-14,meta,promo,2663,46,USD 71.34
2025-03-14,display,awareness,3527,37,USD 90.79
2025-03-14,meta,retargeting,931,12,USD 27.63
2025-03-15,google,brand,9861,251,USD 243.13
2025-03-15,email,nonbrand,9598,218,USD 238.44
2025-03-15,meta,prospecting,7269,83,USD 177.63
2025-03-15,email,retargeting,8180,65,USD 196.86
2025-03-15,meta,newsletter,2360,48,USD 59.85
2025-03-15,email,promo,1981,42,USD 47.07
2025-03-15,display,awareness,3576,36,USD 88.47
2025-03-15,google,retargeting,3499,50,USD 94.25
2025-03-16,display,brand,9547,236,USD 237.43
2025-03-16,google,nonbrand,11021,226,USD 282.76
2025-03-16,google,prospecting,7308,50,USD 177.34
2025-03-16,email,retargeting,4376,37,USD 104.6
2025-03-16,email,newsletter,2130,45,USD 56.04
2025-03-16,email,promo,1721,38,USD 53.22
2025-03-16,google,awareness,3697,12,USD 99.68
2025-03-16,meta,retargeting,3901,52,USD 92.61
2025-03-17,google,brand,12912,254,USD 319.57
2025-03-17,google,nonbrand,7974,180,USD 191.05
2025-03-17,email,prospecting,6740,96,USD 174.77
2025-03-17,meta,retargeting,8023,86,USD 200.74
2025-03-17,email,newsletter,2432,51,USD 57.97
2025-03-17,email,promo,2036,48,USD 49.29
2025-03-17,meta,awareness,3869,59,USD 100.11
2025-03-17,display,retargeting,3102,16,USD 77.65
2025-03-18,google,brand,11191,160,USD 282.02
2025-03-18,google,nonbrand,9647,264,USD 244.63
2025-03-18,email,prospecting,6731,75,USD 164.35
2025-03-18,display,retargeting,7148,65,USD 181.57
2025-03-18,email,newsletter,2235,36,USD 55.91
2025-03-18,meta,promo,3044,52,USD 67.2
2025-03-18,display,awareness,3476,31,USD 91.91
2025-03-18,google,retargeting,4495,38,USD 109.27
2025-03-19,google,brand,9521,216,USD 231.03
2025-03-19,email,nonbrand,13891,294,USD 345.5
2025-03-19,google,prospecting,8509,71,USD 207.48
2025-03-19,meta,retargeting,7661,72,USD 186.77
2025-03-19,google,newsletter,3423,70,USD 76.9
2025-03-19,email,promo,1826,39,USD 48.31
2025-03-19,meta,awareness,4822,54,USD 111.92
2025-03-19,google,retargeting,2940,24,USD 70.7
2025-03-20,email,brand,10530,157,USD 264.54
2025-03-20,google,nonbrand,12220,176,USD 301.15
2025-03-20,meta,prospecting,6036,79,USD 149.79
2025-03-20,meta,retargeting,7511,38,USD 178.88
2025-03-20,email,newsletter,2452,59,USD 53.93
2025-03-20,email,promo,2495,52,USD 65.8
2025-03-20,email,awareness,3550,31,USD 86.04
2025-03-20,meta,retargeting,2068,13,USD 50.54
2025-03-21,email,brand,10549,247,USD 270.22
2025-03-21,email,nonbrand,6943,95,USD 174.96
2025-03-21,meta,prospecting,7375,64,USD 192.18
2025-03-21,meta,retargeting,6192,77,USD 152.22
2025-03-21,email,newsletter,3110,66,USD 75.86
2025-03-21,google,promo,2366,44,USD 57.26
2025-03-21,google,awareness,3400,34,USD 81.36
2025-03-21,display,retargeting,3354,31,USD 89.05
2025-03-22,google,brand,10155,213,USD 249.3
2025-03-22,google,nonbrand,5893,102,USD 132.65
2025-03-22,google,prospecting,7342,50,USD 178.01
2025-03-22,google,retargeting,6823,90,USD 173.83
2025-03-22,display,newsletter,2298,49,USD 53.11
2025-03-22,email,promo,2583,59,USD 54.57
2025-03-22,meta,awareness,3718,50,USD 87.43
2025-03-22,display,retargeting,2902,22,USD 64.41
2025-03-23,email,brand,9688,203,USD 242.54
2025-03-23,google,nonbrand,10069,218,USD 244.56
2025-03-23,email,prospecting,7300,46,USD 176.57
2025-03-23,google,retargeting,7672,106,USD 188.64
2025-03-23,meta,newsletter,2048,41,USD 52.08
2025-03-23,email,promo,1307,22,USD 40.9
2025-03-23,meta,awareness,4192,25,USD 108.02
2025-03-23,email,retargeting,3268,43,USD 85.22
2025-03-24,meta,brand,13504,256,USD 332.71
2025-03-24,google,nonbrand,9254,152,USD 231.47
2025-03-24,meta,prospecting,5289,91,USD 127.12
2025-03-24,display,retargeting,8444,78,USD 208.24
2025-03-24,email,newsletter,2485,47,USD 65.9
2025-03-24,email,promo,1821,41,USD 50.46
2025-03-24,display,awareness,3397,17,USD 80.34
2025-03-24,display,retargeting,2906,27,USD 80.6
2025-03-25,meta,brand,9888,158,USD 246.69
2025-03-25,meta,nonbrand,10331,249,USD 262.98
2025-03-25,display,prospecting,7252,63,USD 180.7
2025-03-25,google,retargeting,9185,84,USD 227.71
2025-03-25,email,newsletter,2361,59,USD 66.06
2025-03-25,meta,promo,2461,54,USD 57.78
2025-03-25,display,awareness,3095,42,USD 78.87
2025-03-25,google,retargeting,3688,61,USD 96.12
2025-03-26,google,brand,7801,165,USD 191.87
2025-03-26,google,nonbrand,13022,200,USD 317.45
2025-03-26,display,prospecting,7719,136,USD 193.43
2025-03-26,meta,retargeting,7798,44,USD 198.82
2025-03-26,meta,newsletter,1625,40,USD 37.78
2025-03-26,email,promo,1766,32,USD 47.73
2025-03-26,display,awareness,3573,19,USD 88.17
2025-03-26,display,retargeting,4435,28,USD 100.29
2025-03-27,google,brand,8024,170,USD 192.24
2025-03-27,meta,nonbrand,10268,174,USD 260.12
2025-03-27,meta,prospecting,8252,60,USD 206.87
2025-03-27,google,retargeting,9038,75,USD 232.03
2025-03-27,email,newsletter,2003,40,USD 44.01
2025-03-27,email,promo,2127,39,USD 52.07
2025-03-27,google,awareness,4082,52,USD 98.52
2025-03-27,display,retargeting,2710,21,USD 72.2
2025-03-28,google,brand,9360,201,USD 243.2
2025-03-28,google,nonbrand,14394,323,USD 365.52
2025-03-28,meta,prospecting,7417,71,USD 185.04
2025-03-28,meta,retargeting,8311,70,USD 204.79
2025-03-28,meta,newsletter,2443,42,USD 58.4
2025-03-28,email,promo,2510,48,USD 61.92
2025-03-28,display,awareness,3818,47,USD 95.58
2025-03-28,google,retargeting,3305,9,USD 79.98
2025-03-29,google,brand,9197,178,USD 232.98
2025-03-29,meta,nonbrand,10146,148,USD 253.4
2025-03-29,meta,prospecting,5580,53,USD 144.21
2025-03-29,google,retargeting,7084,50,USD 183.52
2025-03-29,google,newsletter,2349,57,USD 59.82
2025-03-29,google,promo,1877,35,USD 48.99
2025-03-29,display,awareness,2766,29,USD 71.11
2025-03-29,email,retargeting,2478,28,USD 57.4
2025-03-30,google,brand,13150,254,USD 335.6
2025-03-30,google,nonbrand,11369,257,USD 285.83
2025-03-30,google,prospecting,7525,22,USD 191.03
2025-03-30,google,retargeting,7615,78,USD 194.37
2025-03-30,google,newsletter,1712,37,USD 42.89
2025-03-30,meta,promo,1755,28,USD 33.59
2025-03-30,meta,awareness,3253,49,USD 82.21
2025-03-30,display,retargeting,2279,24,USD 68.38
2025-03-31,meta,brand,10530,243,USD 266.6
2025-03-31,meta,nonbrand,6883,135,USD 174.12
2025-03-31,meta,prospecting,8879,96,USD 218.28
2025-03-31,meta,retargeting,6462,41,USD 160.71
2025-03-31,google,newsletter,2891,59,USD 62.21
2025-03-31,meta,promo,2483,43,USD 64.35
2025-03-31,display,awareness,4884,39,USD 116.1
2025-03-31,display,retargeting,3266,35,USD 83.84
2025-04-01,meta,brand,8996,159,USD 219.93
2025-04-01,email,nonbrand,7580,157,USD 192.02
2025-04-01,google,prospecting,6103,100,USD 150.32
2025-04-01,meta,retargeting,9886,120,USD 238.17
2025-04-01,display,newsletter,2678,46,USD 68.79
2025-04-01,email,promo,1910,28,USD 54.17
2025-04-01,display,awareness,2207,20,USD 56.3
2025-04-01,display,retargeting,2882,31,USD 67.5
2025-04-02,email,brand,10767,224,USD 270.04
2025-04-02,meta,nonbrand,12717,288,USD 318.64
2025-04-02,display,prospecting,8505,51,USD 211.73
2025-04-02,google,retargeting,7227,89,USD 181.12
2025-04-02,email,newsletter,2993,60,USD 68.65
2025-04-02,email,promo,3808,54,USD 89.85
2025-04-02,display,awareness,3900,43,USD 93.75
2025-04-02,meta,retargeting,3328,30,USD 80.81
2025-04-03,email,brand,10181,177,USD 255.59
2025-04-03,google,nonbrand,10518,233,USD 269.98
2025-04-03,meta,prospecting,9767,79,USD 238.2
2025-04-03,email,retargeting,5025,43,USD 131.18
2025-04-03,email,newsletter,2404,45,USD 51.48
2025-04-03,google,promo,1917,48,USD 40.66
2025-04-03,display,awareness,2834,39,USD 78.5
2025-04-03,google,retargeting,3661,60,USD 95.72
2025-04-04,meta,brand,9972,259,USD 241.6
2025-04-04,email,nonbrand,13813,250,USD 340.56
2025-04-04,google,prospecting,8456,84,USD 215.51
2025-04-04,meta,retargeting,8916,114,USD 226.16
2025-04-04,meta,newsletter,2573,49,USD 70.04
2025-04-04,email,promo,2022,43,USD 51.24
2025-04-04,display,awareness,2483,38,USD 67.2
2025-04-04,meta,retargeting,3491,46,USD 85.98
2025-04-05,google,brand,9065,223,USD 217.23
2025-04-05,meta,nonbrand,6406,117,USD 166.04
2025-04-05,meta,prospecting,7753,74,USD 192.23
2025-04-05,email,retargeting,7998,71,USD 200.94
2025-04-05,google,newsletter,2164,24,USD 59.97
2025-04-05,email,promo,2236,25,USD 57.8
2025-04-05,display,awareness,3103,35,USD 80.59
2025-04-05,google,retargeting,3479,38,USD 89.85
2025-04-06,google,brand,9464,183,USD 237.11
2025-04-06,email,nonbrand,9872,172,USD 247.92
2025-04-06,google,prospecting,5734,52,USD 135.9
2025-04-06,meta,retargeting,5962,61,USD 149.13
2025-04-06,google,newsletter,1866,35,USD 42.99
2025-04-06,google,promo,2349,51,USD 58.3
2025-04-06,display,awareness,3085,25,USD 84.95
2025-04-06,display,retargeting,2706,16,USD 64.83
2025-04-07,google,brand,14945,351,USD 381.71
2025-04-07,meta,nonbrand,9308,203,USD 235.43
2025-04-07,email,prospecting,6543,66,USD 168.66
2025-04-07,google,retargeting,7005,78,USD 174.37
2025-04-07,google,newsletter,3151,35,USD 84.16
2025-04-07,email,promo,2651,67,USD 56.24
2025-04-07,display,awareness,2943,23,USD 73.49
2025-04-07,meta,retargeting,3214,26,USD 80.67
2025-04-08,email,brand,11449,196,USD 288.64
2025-04-08,google,nonbrand,7342,138,USD 183.1
2025-04-08,meta,prospecting,8354,81,USD 204.44
2025-04-08,meta,retargeting,5973,78,USD 149.36
2025-04-08,meta,newsletter,2745,43,USD 68.07
2025-04-08,meta,promo,2925,68,USD 66.31
2025-04-08,google,awareness,4121,51,USD 102.69
2025-04-08,display,retargeting,4569,57,USD 110.96
2025-04-09,google,brand,9362,175,USD 235.74
2025-04-09,meta,nonbrand,11078,214,USD 273.16
2025-04-09,display,prospecting,5702,81,USD 142.43
2025-04-09,google,retargeting,7809,105,USD 195.46
2025-04-09,google,newsletter,3146,72,USD 79.6
2025-04-09,email,promo,2437,61,USD 62.28
2025-04-09,google,awareness,3917,35,USD 96.96
2025-04-09,meta,retargeting,3974,61,USD 97.84
2025-04-10,google,brand,11307,222,USD 276.1
2025-04-10,google,nonbrand,9683,179,USD 253.3
2025-04-10,google,prospecting,9073,105,USD 222.64
2025-04-10,meta,retargeting,6508,52,USD 164.76
2025-04-10,meta,newsletter,1714,42,USD 36.78
2025-04-10,google,promo,2670,53,USD 60.64
2025-04-10,display,awareness,3580,48,USD 95.4
2025-04-10,display,retargeting,3521,29,USD 85.41
2025-04-11,google,brand,11959,308,USD 298.35
2025-04-11,meta,nonbrand,12189,270,USD 311.32
2025-04-11,meta,prospecting,8510,78,USD 210.72
2025-04-11,email,retargeting,6029,29,USD 149.98
2025-04-11,display,newsletter,915,20,USD 33.75
2025-04-11,email,promo,2197,42,USD 59.64
2025-04-11,display,awareness,4134,38,USD 100.79
2025-04-11,google,retargeting,4273,51,USD 109.47
2025-04-12,google,brand,8656,220,USD 214.58
2025-04-12,google,nonbrand,5735,87,USD 144.88
2025-04-12,display,prospecting,7931,120,USD 193.54
2025-04-12,display,retargeting,7551,77,USD 192.03
2025-04-12,google,newsletter,2038,47,USD 50.6
2025-04-12,email,promo,2620,54,USD 59.69
2025-04-12,display,awareness,3816,49,USD 94.47
2025-04-12,display,retargeting,1998,28,USD 53.41
2025-04-13,meta,brand,8626,197,USD 216.35
2025-04-13,meta,nonbrand,11934,202,USD 289.61
2025-04-13,meta,prospecting,7703,57,USD 193.81
2025-04-13,meta,retargeting,7300,105,USD 181.79
2025-04-13,meta,newsletter,2382,49,USD 62.69
2025-04-13,google,promo,1596,30,USD 50.95
2025-04-13,meta,awareness,1664,20,USD 49.13
2025-04-13,display,retargeting,3215,42,USD 80.35
2025-04-14,display,brand,8781,178,USD 228.91
2025-04-14,google,nonbrand,8699,150,USD 218.47
2025-04-14,meta,prospecting,8069,81,USD 196.35
2025-04-14,meta,retargeting,6727,39,USD 171.46
2025-04-14,email,newsletter,1614,34,USD 39.03
2025-04-14,email,promo,2833,57,USD 73.56
2025-04-14,email,awareness,3214,23,USD 81.71
2025-04-14,google,retargeting,3003,43,USD 76.62
2025-04-15,display,brand,9297,167,USD 233.57
2025-04-15,google,nonbrand,13132,308,USD 322.53
2025-04-15,meta,prospecting,5014,53,USD 121.81
2025-04-15,google,retargeting,8155,82,USD 200.71
2025-04-15,meta,newsletter,2109,40,USD 52.9
2025-04-15,email,promo,3721,52,USD 95.45
2025-04-15,display,awareness,4469,50,USD 106.9
2025-04-15,display,retargeting,4953,35,USD 127.56
2025-04-16,email,brand,8376,161,USD 202.46
2025-04-16,meta,nonbrand,6456,93,USD 164.89
2025-04-16,meta,prospecting,9420,126,USD 230.34
2025-04-16,google,retargeting,6843,48,USD 177.17
2025-04-16,meta,newsletter,2536,61,USD 56.86
2025-04-16,email,promo,2270,52,USD 60.33
2025-04-16,display,awareness,2602,21,USD 71.23
2025-04-16,google,retargeting,5051,49,USD 128.61
2025-04-17,google,brand,8105,162,USD 199.91
2025-04-17,display,nonbrand,8024,117,USD 202.43
2025-04-17,meta,prospecting,7079,63,USD 173.51
2025-04-17,google,retargeting,4872,56,USD 129.26
2025-04-17,email,newsletter,1821,48,USD 36.87
2025-04-17,google,promo,2626,44,USD 59.53
2025-04-17,meta,awareness,3049,26,USD 77.07
2025-04-17,google,retargeting,3879,49,USD 94.53
2025-04-18,google,brand,7009,120,USD 164.86
2025-04-18,google,nonbrand,11170,289,USD 274.75
2025-04-18,meta,prospecting,9069,87,USD 229.06
2025-04-18,email,retargeting,5245,56,USD 129.92
2025-04-18,google,newsletter,3435,64,USD 84.35
2025-04-18,display,promo,2335,45,USD 54.01
2025-04-18,display,awareness,3086,30,USD 71.54
2025-04-18,meta,retargeting,2487,29,USD 66.39
2025-04-19,meta,brand,7569,222,USD 199.9
2025-04-19,display,nonbrand,11518,244,USD 289.65
2025-04-19,email,prospecting,8703,83,USD 218.58
2025-04-19,meta,retargeting,8263,79,USD 207.6
2025-04-19,google,newsletter,2826,58,USD 67.38
2025-04-19,google,promo,3074,70,USD 78.08
2025-04-19,display,awareness,3914,22,USD 102.71
2025-04-19,google,retargeting,2627,22,USD 69.12
2025-04-20,meta,brand,11108,239,USD 274.09
2025-04-20,email,nonbrand,10030,221,USD 253.72
2025-04-20,google,prospecting,8403,111,USD 208.32
2025-04-20,google,retargeting,5628,28,USD 140.84
2025-04-20,email,newsletter,1354,25,USD 37.82
2025-04-20,email,promo,2381,44,USD 56.5
2025-04-20,google,awareness,3353,42,USD 80.54
2025-04-20,meta,retargeting,3118,21,USD 81.52
2025-04-21,google,brand,8984,174,USD 220.47
2025-04-21,meta,nonbrand,7174,145,USD 180.02
2025-04-21,google,prospecting,7800,47,USD 188.21
2025-04-21,meta,retargeting,7706,127,USD 187.64
2025-04-21,meta,newsletter,1895,35,USD 46.33
2025-04-21,email,promo,3031,62,USD 72.98
2025-04-21,meta,awareness,4851,41,USD 119.33
2025-04-21,google,retargeting,2367,26,USD 59.33
2025-04-22,google,brand,8277,193,USD 211.05
2025-04-22,google,nonbrand,9114,208,USD 227.79
2025-04-22,meta,prospecting,6115,45,USD 148.76
2025-04-22,meta,retargeting,6934,84,USD 177.25
2025-04-22,email,newsletter,2308,47,USD 56.39
2025-04-22,meta,promo,2537,50,USD 59.67
2025-04-22,google,awareness,5520,70,USD 130.9
2025-04-22,display,retargeting,3978,42,USD 103.54
2025-04-23,google,brand,10584,217,USD 264.16
2025-04-23,google,nonbrand,10790,201,USD 271.2
2025-04-23,meta,prospecting,7715,91,USD 192.88
2025-04-23,google,retargeting,5299,30,USD 133.54
2025-04-23,email,newsletter,1702,41,USD 44.83
2025-04-23,email,promo,2399,45,USD 57.58
2025-04-23,display,awareness,5465,37,USD 133.29
2025-04-23,meta,retargeting,3112,43,USD 79.89
2025-04-24,meta,brand,11884,296,USD 303.05
2025-04-24,google,nonbrand,10803,187,USD 270.83
2025-04-24,meta,prospecting,5397,37,USD 134.73
2025-04-24,meta,retargeting,4992,46,USD 130.49
2025-04-24,google,newsletter,1664,37,USD 29.56
2025-04-24,meta,promo,2764,72,USD 69.33
2025-04-24,display,awareness,4061,49,USD 97.95
2025-04-24,display,retargeting,3615,46,USD 89.42
2025-04-25,google,brand,8642,134,USD 222.26
2025-04-25,google,nonbrand,12234,269,USD 312.61
2025-04-25,google,prospecting,8214,61,USD 213.36
2025-04-25,meta,retargeting,6240,93,USD 159.99
2025-04-25,display,newsletter,2455,50,USD 61.29
2025-04-25,google,promo,2272,40,USD 60.06
2025-04-25,display,awareness,3565,41,USD 82.73
2025-04-25,display,retargeting,3929,23,USD 100.08
2025-04-26,display,brand,12208,198,USD 309.28
2025-04-26,google,nonbrand,8541,179,USD 222.72
2025-04-26,google,prospecting,7442,121,USD 190.24
2025-04-26,meta,retargeting,6938,69,USD 170.54
2025-04-26,email,newsletter,1484,28,USD 38.07
2025-04-26,google,promo,2865,52,USD 81.1
2025-04-26,google,awareness,3044,28,USD 83.22
2025-04-26,meta,retargeting,3762,38,USD 92.21
2025-04-27,google,brand,10439,166,USD 250.87
2025-04-27,display,nonbrand,9724,210,USD 242.92
2025-04-27,meta,prospecting,6073,61,USD 149.7
2025-04-27,meta,retargeting,6411,45,USD 166.51
2025-04-27,email,newsletter,2442,52,USD 65.84
2025-04-27,meta,promo,2568,56,USD 56.39
2025-04-27,meta,awareness,2997,35,USD 81.18
2025-04-27,google,retargeting,3848,36,USD 92.65
2025-04-28,google,brand,9057,174,USD 215.93
2025-04-28,email,nonbrand,8564,136,USD 221.94
2025-04-28,email,prospecting,4744,61,USD 127.96
2025-04-28,meta,retargeting,7830,110,USD 203.66
2025-04-28,meta,newsletter,1888,32,USD 47.15
2025-04-28,email,promo,2580,39,USD 65.47
2025-04-28,meta,awareness,5584,57,USD 131.53
2025-04-28,email,retargeting,4296,61,USD 108.85
2025-04-29,meta,brand,9332,186,USD 240.57
2025-04-29,google,nonbrand,9113,172,USD 232.96
2025-04-29,email,prospecting,7688,81,USD 205.23
2025-04-29,meta,retargeting,7009,91,USD 170.45
2025-04-29,email,newsletter,2529,53,USD 72.14
2025-04-29,meta,promo,2348,41,USD 71.51
2025-04-29,display,awareness,3134,20,USD 74.96
2025-04-29,display,retargeting,3806,25,USD 89.5
2025-04-30,google,brand,7875,168,USD 199.21
2025-04-30,meta,nonbrand,13195,240,USD 338.49
2025-04-30,email,prospecting,7724,89,USD 197.26
2025-04-30,meta,retargeting,8424,44,USD 210.09
2025-04-30,email,newsletter,2837,58,USD 72.85
2025-04-30,email,promo,1384,32,USD 33.84
2025-04-30,display,awareness,4570,52,USD 113.1
2025-04-30,meta,retargeting,3589,30,USD 86.35
2025-05-01,meta,brand,11708,261,USD 290.52
2025-05-01,google,nonbrand,11834,151,USD 295.43
2025-05-01,meta,prospecting,7577,95,USD 185.96
2025-05-01,email,retargeting,7551,93,USD 186.51
2025-05-01,google,newsletter,2113,42,USD 50.32
2025-05-01,email,promo,3440,66,USD 85.82
2025-05-01,google,awareness,3548,47,USD 99.47
2025-05-01,display,retargeting,2729,30,USD 73.3
2025-05-02,meta,brand,12332,196,USD 304.9
2025-05-02,google,nonbrand,10514,178,USD 266.06
2025-05-02,meta,prospecting,5587,74,USD 147.3
2025-05-02,meta,retargeting,6491,51,USD 163.04
2025-05-02,google,newsletter,2765,65,USD 74.71
2025-05-02,email,promo,2760,66,USD 69.79
2025-05-02,display,awareness,4573,27,USD 116.13
2025-05-02,display,retargeting,3450,29,USD 88.9
2025-05-03,google,brand,6305,111,USD 157.48
2025-05-03,google,nonbrand,12192,220,USD 307.88
2025-05-03,google,prospecting,8823,71,USD 228.07
2025-05-03,display,retargeting,4402,56,USD 110.69
2025-05-03,google,newsletter,1540,31,USD 42.13
2025-05-03,email,promo,2268,46,USD 55.78
2025-05-03,google,awareness,2590,32,USD 71.25
2025-05-03,meta,retargeting,4415,23,USD 105.33
2025-05-04,display,brand,11416,237,USD 280.33
2025-05-04,meta,nonbrand,9109,227,USD 226.35
2025-05-04,meta,prospecting,7753,76,USD 194.98
2025-05-04,email,retargeting,6041,58,USD 159.15
2025-05-04,display,newsletter,2609,44,USD 62.41
2025-05-04,email,promo,1849,38,USD 46.95
2025-05-04,display,awareness,3447,17,USD 88.38
2025-05-04,meta,retargeting,3399,49,USD 85.42
2025-05-05,google,brand,13134,273,USD 330.87
2025-05-05,google,nonbrand,11389,203,USD 281.89
2025-05-05,meta,prospecting,6242,49,USD 156.39
2025-05-05,email,retargeting,10220,114,USD 250.52
2025-05-05,meta,newsletter,2768,61,USD 68.83
2025-05-05,google,promo,3376,69,USD 81.01
2025-05-05,display,awareness,5220,48,USD 127.1
2025-05-05,display,retargeting,2543,31,USD 62.15
2025-05-06,meta,brand,9914,241,USD 249.01
2025-05-06,meta,nonbrand,12073,182,USD 306.93
2025-05-06,meta,prospecting,4384,55,USD 112.36
2025-05-06,google,retargeting,6534,80,USD 163.34
2025-05-06,email,newsletter,2419,58,USD 62.96
2025-05-06,email,promo,2074,44,USD 54.33
2025-05-06,google,awareness,3116,40,USD 75.07
2025-05-06,display,retargeting,2802,28,USD 75.65
2025-05-07,email,brand,6768,108,USD 175.96
2025-05-07,meta,nonbrand,9329,154,USD 228.21
2025-05-07,meta,prospecting,5471,40,USD 137.94
2025-05-07,email,retargeting,5463,61,USD 136.52
